2025-07-22T17:10:33 | $119,687.07
2025-07-22T17:10:34 | $119,687.07
2025-07-22T17:10:35 | $119,687.07
2025-07-22T17:10:36 | $119,687.18
2025-07-22T17:10:37 | $119,687.18
2025-07-22T17:10:38 | $119,692.03
2025-07-22T17:10:39 | $119,699.76
2025-07-22T17:10:40 | $119,698.45
2025-07-22T17:10:41 | $119,699.76
2025-07-22T17:10:42 | $119,699.76
2025-07-22T17:10:43 | $119,698.29
2025-07-22T17:10:44 | $119,698.31
2025-07-22T17:10:45 | $119,698.31
2025-07-22T17:10:46 | $119,694.13
2025-07-22T17:10:47 | $119,694.74
2025-07-22T17:10:48 | $119,694.74
2025-07-22T17:10:49 | $119,688.98
2025-07-22T17:10:50 | $119,684.66
2025-07-22T17:10:51 | $119,684.66
2025-07-22T17:10:52 | $119,684.66
2025-07-22T17:10:53 | $119,684.66
2025-07-22T17:10:54 | $119,684.65
2025-07-22T17:10:55 | $119,684.64
2025-07-22T17:10:56 | $119,684.34
2025-07-22T17:10:57 | $119,684.42
2025-07-22T17:10:58 | $119,684.40
2025-07-22T17:11:00 | $119,684.40
2025-07-22T17:11:01 | $119,684.39
2025-07-22T17:11:02 | $119,684.40
2025-07-22T17:11:03 | $119,684.40
2025-07-22T17:11:04 | $119,684.40
2025-07-22T17:11:05 | $119,684.40
2025-07-22T17:11:06 | $119,684.39
2025-07-22T17:11:08 | $119,683.56
2025-07-22T17:11:10 | $119,683.57
2025-07-22T17:11:11 | $119,683.57
2025-07-22T17:11:12 | $119,683.57
2025-07-22T17:11:13 | $119,683.57
2025-07-22T17:11:14 | $119,683.57
2025-07-22T17:11:15 | $119,683.57
2025-07-22T17:11:16 | $119,683.56
2025-07-22T17:11:17 | $119,683.57
2025-07-22T17:11:18 | $119,683.57
2025-07-22T17:11:19 | $119,683.57
2025-07-22T17:11:20 | $119,683.57
2025-07-22T17:11:23 | $119,683.57
2025-07-22T17:11:24 | $119,683.57
2025-07-22T17:11:25 | $119,683.57
2025-07-22T17:11:26 | $119,686.13
2025-07-22T17:11:27 | $119,684.33
2025-07-22T17:11:28 | $119,686.25
2025-07-22T17:11:29 | $119,686.23
2025-07-22T17:11:30 | $119,684.35
2025-07-22T17:11:31 | $119,687.06
2025-07-22T17:11:32 | $119,684.68
2025-07-22T17:11:33 | $119,686.33
2025-07-22T17:11:34 | $119,687.04
2025-07-22T17:11:35 | $119,687.05
2025-07-22T17:11:36 | $119,687.04
2025-07-22T17:11:37 | $119,687.05
2025-07-22T17:11:38 | $119,687.04
2025-07-22T17:11:39 | $119,687.05
2025-07-22T17:11:40 | $119,687.05
2025-07-22T17:11:41 | $119,687.04
2025-07-22T17:11:42 | $119,683.57
2025-07-22T17:11:43 | $119,687.02
2025-07-22T17:11:44 | $119,687.00
2025-07-22T17:11:45 | $119,684.67
2025-07-22T17:11:46 | $119,684.67
